Учебное_заведение;Город;Число_поступающих;Средний_балл;Широта;Долгота;Расстояние;
Муниципальное Бюджетное Общеобразовательное Учреждение Средняя общеобразовательная школа № 12 Муниципальное образование город курорт Анапа;Анапская;1;81;44,89671;37,386;3503
Средняя общеобразовательная школа 1 г.Абакан;Абакан;1;81;53,7223661;91,4437792;514
МБОУ Гимназия г. Алдан;Алдан;1;81;58,6094885;125,3816689;2386
Средняя общеобразовательная школа 28 г.Киселевск;Киселевск;3;81;54,0060382;86,6367387;295
Средняя общеобразовательная школа 11 г.Киселевск;Киселевск;2;81;54,0060382;86,6367387;295
Лицей №6;Красноярск;1;81;56,009466;92,8524162;491
МБОУ Средняя школа №17;Красноярск;1;81;56,009466;92,8524162;491
МБОУ СОШ №34;Кемерово;2;81;55,3909721;86,0467864;139
МБОУ Гимназия №17;Кемерово;2;81;55,3909721;86,0467864;139
МБОУ СОШ №99 г.Кемерово;Кемерово;1;81;55,3909721;86,0467864;139
Средняя общеобразовательная школа 27 г.Касли Челябинская обл.;Касли;1;81;55,8868045;60,7422529;1491
Средняя образовательная школа 5 г.Зея;Зея;1;81;53,7339151;127,2658079;2664
Камышинская средняя общеобразовательная школа;Камышино;1;81;54,26155078;77,18407995;549
Лицей Иркутского государственного университета г.Иркутск;Иркутск;1;81;52,2863513;104,280655;1330
МАОУ Лицей ИГУ г. Иркутска;Иркутск;3;81;52,2863513;104,280655;1330
МОУ Нерчинско-заводская СОШ;Нерчинский Завод;1;81;51,30829;119,61597;2315
Средняя общеобразовательная школа № 2;Ленинск-Кузнецкий;4;81;54,6674092;86,1796724;216
Муниципальное бюджетное общеобразовательное учреждение «ЛИЦЕЙ» города Лесосибирска. Красноярского края;Лесосибирск;1;81;58,2218201;92,5036986;492
МБОУ Лицей г.Нижневартовска;Нижневартовск;1;81;60,9397379;76,5696206;691
Муниципальное бюджетное общеобразовательное учреждение Лицей№ 34 города Новокузнецка  Кемеровской области;Новокузнецк;4;81;53,7942757;87,2144046;332
муниципальное бюджетное нетиповое общеобразовательное учреждение Лицей № 84 имени В.А.Власова ;Новокузнецк;3;81;53,7942757;87,2144046;332
МБОУ СОШ№36;Новокузнецк;1;81;53,7942757;87,2144046;332
Лицей 84;Новокузнецк;1;81;53,7942757;87,2144046;332
Структурное подразделение Новосибирского государственного университета Специализированный учебно-научный центр Университета;Новосибирск;2;81;55,0281016;82,9210575;206
Православная гимназия во имя Святителя Луки Войно-Ясенецкого города Новокузнецка Кемеровской области;Новокузнецк;1;81;53,7942757;87,2144046;332
Муниципальное бюджетное общеобразовательное учреждение Парбигская средняя общеобразовательная школа имени Михаила Тимофеевича Калашникова;Парбиг;1;81;57,26982976;81,40826611;232
Лицей 36 г.Осинники;Осинники;1;81;53,5987397;87,3369948;355
БОУ г.Омска Гимназия №43;Омск;1;81;54,9848136;73,3674638;743
Муниципальное автономное общеобразовательное учреждение Средняя общеобразовательная школа №146 с углубленным изучением математики. физики. информатики г.Перми Пермского края;Пермь;3;81;58,0103211;56,2341778;1721
муниципальное автономное общеобразовательное учреждение Гимназия №48;Талнах;1;81;69,4865;88,3972;1455
Средняя школа 20 п.Сокол;Сокол;1;81;59,4759156;40,1114414;2611
МБОУ Сетовская средняя общеобразовательная школа;Сетовка;1;81;52,24007097;85,54086103;473
МБОУ Лицей №57 города Прокопьевска Кемеровской области;Прокопьевск;4;80;53,8604562;86,7183428;312
МБОУ Лицей №126;Новосибирск;3;80;55,0281016;82,9210575;206
МАОУ Гимназия №13 Академ;Красноярск;2;80;56,009466;92,8524162;491
Средняя школа 2 г.Кокшетау Р.Казахстан;Кокшетау;1;80;53,28333;69,4;1053
Кузбасский государственный технический университет г.Кемерово;Кемерово;1;80;55,3909721;86,0467864;139
МБОУ Гимназия №1 г. Кемерово;Кемерово;4;80;55,3909721;86,0467864;139
МАОУ Лицей №1 им. А.С. Пушкина;Томск;7;80;56,4847036;84,9481737;0
МАОУ СОШ №41 г.Томска;Томск;2;80;56,4847036;84,9481737;0
Муниципальная средняя (полная) общеобразовательная школа № 37 г.Томск;Томск;3;80;56,4847036;84,9481737;0
МБОУ Многопрофильная гимназия № 12;Чита;2;80;52,0340128;113,4994884;1903
Национальная политехническая образовательная школа 2 г.Якутск;Якутск;1;79;62,0280273;129,7325717;2562
Муниципальное бюджетное общеобразовательное учреждение средняя общеобразовательная школа №15 имени Пяти Героев Советского Союза;Хабаровск;1;79;48,4647991;135,0598811;3424
МАОУ СОШ № 42 г.Улан-Удэ;Улан-Удэ;1;79;51,8334378;107,5841511;1552
МБОУ Гимназия №25;Кемерово;2;79;55,3909721;86,0467864;139
Муниципальная средняя (полная) общеобразовательная школа № 5 г.Колпашево;Колпашево;1;79;58,3114716;82,9027528;237
Средняя общеобразовательная школа 7 г.Комсомольск-на-Амуре;Комсомольск-на-Амуре;1;79;50,550011;137,0079286;3416
Средняя общеобразовательная школа 31 поселка Краснобродского Кемеровской облости;Краснобродский;1;79;54,1581;86,4486;275
Красноярский кадетский корпус имени А.И.Лебедя;Красноярск;1;79;56,009466;92,8524162;491
МАОУ КУГ №1-Универс;Красноярск;1;79;56,009466;92,8524162;491
Муниципальная общеобразовательная средняя школа 2 г.Лангепас;Лангепас;1;79;61,2536667;75,1807905;770
МАОУ Лицей №15 имени Героя Советского Союза Н.Н.Макаренко;Кызыл;2;79;51,7191542;94,4377234;813
МБОУ Средняя школа №51;Красноярск;1;79;56,009466;92,8524162;491
Средняя общеобразовательная школа 3 г.Искитим;Искитим;1;79;54,6266869;83,2951444;231
МАОУ Зональненская средняя общеобразовательная школа;Зональная станция;1;79;56,45152185;85,00735887;5
МБОУ Игринская СОШ №4;Игра;1;79;57,5549;53,0544;1915
МБОУ №76;Ижевск;1;79;56,8527444;53,2113961;1921
Ирбейская школа №1 имени Давыдова;Ирбейское;1;79;55,6396;95,4515;658
Технический лицей 176 Карасукского района Новосибирской области;Карасук;1;79;53,7343772;78,042457;534
Средняя общеобразовательная школа № 28 г.Кемерово;Кемерово;1;79;55,3909721;86,0467864;139
муниципальное автономное общеобразовательное учреждение Средняя общеобразовательная школа №14 города Кемерово Кемеровской области;Кемерово;1;79;55,3909721;86,0467864;139
Средняя общеобразовательная школа 11 г.Кемерово;Кемерово;1;79;55,3909721;86,0467864;139
КГУ Лицей города Аксу;Аксу;1;79;52,44422;71,95761;949
ГАОУ Чукотский окружной профильный лицей;Анадырь;1;79;64,7314347;177,5015752;4664
Гимназия 27 г.Барнаула;Барнаул;1;79;53,3481145;83,7798362;356
МАОУ Гимназия №1 г. Белебея муниципального района  Белебеевский район Республики Башкортостан;Белебей;1;79;54,1033832;54,1111878;1952
Муниципальное бюджетное общеобразовательное учреждение Гимназия №1 г. Биробиджана;Биробиджан;1;79;48,7945975;132,9217594;3273
МБОУ СОШ №49;Новосибирск;1;79;55,0281016;82,9210575;206
МБОУ города Новосибирска Вечерняя (сменная) школа №35;Новосибирск;1;79;55,0281016;82,9210575;206
Лицей №35 имени А.И.Герлингер;Новокузнецк;2;79;53,7942757;87,2144046;332
Средняя (полная) общеобразовательная школа №18 г.Новокузнецка Кемеровсеой области;Новокузнецк;1;79;53,7942757;87,2144046;332
МБНОУ Гимназия №18 г. Ленинска-Кузнецкого Кемеровской области;Ленинск-Кузнецкий;1;79;54,6674092;86,1796724;216
МАНОУ Лицей № 4 Ленинск-Кузнецкого городского округа Кемеровской области;Ленинск-Кузнецкий;2;79;54,6674092;86,1796724;216
Муниципальное Автономное Нетиповое Общеобразовательное Учреждение Гимназия №2;Мариинск;1;79;56,2127836;87,7454392;175
Муниципальное Автономное Нетиповое Образовательное Учреждение Гимназия №2;Мариинск;1;79;56,2127836;87,7454392;175
Гимназия 6 имени С.Ф. Вензелева города Междуреченска Кемеровской области;Междуреченск;1;79;53,6865695;88,0703888;369
Средняя общеобразовательная школа №7 города Назарово Красноярского края ;Назарово;1;79;56,0113176;90,4167947;342
МАОУ СОШ №15;Набережные Челны;1;79;55,7436475;52,3958739;2000
ГБОУ лицей №373 Московского района Санкт-Петербурга;Санкт-Петербург;1;79;59,93863;30,31413;3129
Гимназия № 1 г.Ноябрьска;Ноябрьск;1;79;63,201846;75,4509665;914
Аэрокосмический лицей имени Ю.В. Кондратюка г. Новосибирска;Новосибирск;2;79;55,0281016;82,9210575;206
МОУ Средняя школа №7 городского округа Стрежевой с углубленным изучением отдельных предметов Томской области;Стрежевой;1;79;60,7328199;77,6040323;635
МОУ Средняя школа № 5 г. о. Стрежевой с углубленным изучением отдельных предметов;Стрежевой;2;79;60,7328199;77,6040323;635
Средняя общеобразовательная школа 45 г.Сургут;Сургут;1;79;61,2539773;73,3961726;847
МБОУ СОШ с УИОП №46;Сургут;2;79;61,2539773;73,3961726;847
Средняя общеобразовательная школа № 11 г.Томска;Томск;1;79;56,4847036;84,9481737;0
Муниципальная средняя (полная) общеобразовательная школа № 49 г.Томск;Томск;1;79;56,4847036;84,9481737;0
Муниципальное общеобразовательное учреждение гимназия № 29 г.Томск;Томск;11;78;56,4847036;84,9481737;0
Муниципальное автономное общеобразовательное учреждение гимназия № 18 г.Томск;Томск;2;78;56,4847036;84,9481737;0
Средняя общеобразовательная школа № 50 г.Томск;Томск;3;78;56,4847036;84,9481737;0
Средняя общеобразовательная школа № 49 г.Томска;Томск;3;78;56,4847036;84,9481737;0
Средняя школа 2 г.Тараз Р.Казахстан;Тараз;1;78;42,9;71,36667;1791
Муниципальная средняя (полная) общеобразовательная школа № 76 г.Северск;Северск;2;78;56,6031143;84,8809687;14
СУНЦ Университета. г. Новосибирск;Новосибирск;2;78;55,0281016;82,9210575;206
МАОУ Лицей№9;Новосибирск;2;78;55,0281016;82,9210575;206
КГУ Школа-гимназия №113№;Алматы;1;78;43,25667;76,92861;1576
Средняя общеобразовательная школа 1 г.Ханты-Мансийск;Ханты-Мансийск;3;78;61,0024344;69,0183322;1043
МБОУ Средняя общеобразовательная школа №2 города Юрги;Юрга;2;78;55,7202689;84,8885516;85
Средняя общеобразовательная школа 8 г.Шарыпово;Шарыпово;2;78;55,5389684;89,1801557;283
Средняя общеобразовательная школа 5 г.Южно-Сахалинск;Южно-Сахалинск;1;77;46,959133;142,7381252;3987
Чистогорская средняя общеобразовательная школа;Чистогорский;2;77;53,9835;87,3843;318
Усть-Сертинская средняя общеобразовательная школа;Усть-Серта;1;77;56,02653228;88,04354652;198
Муниципальное бюджетное общеобразовательное учреждение Хотьковская средняя образовательная школа №1;Хотьково;1;77;56,2515725;37,9395225;2836
Муниципальное автономное общеобразовательное учреждение Средняя общеобразовательная школа № 152 г. Челябинска;Челябинск;1;77;55,1603659;61,4007858;1470
ГБОУ Лицей-интернат №61 Республики Бурятия;Улан-Удэ;1;77;51,8334378;107,5841511;1552
Тяжинская средняя общеобразовательная школа 1 пгт.Тяжинский;Тяжинский;1;77;56,11607;88,52279;224
МАОУ гимназия №49;Тюмень;1;77;57,1530824;65,5343118;1179
Средняя общеобразовательная школа №21 Байкальская перспектива г.Улан-Удэ;Улан-Удэ;1;77;51,8334378;107,5841511;1552
Академический лицей г. Томска имени Г.А. Псахье;Томск;2;77;56,4847036;84,9481737;0
Муниципальная средняя (полная) общеобразовательная школа № 33 г.Томск;Томск;1;77;56,4847036;84,9481737;0
МАОУ лицей №1 имени А.С.Пушкина г. Томск Томской области;Томск;1;77;56,4847036;84,9481737;0
Муниципальное бюджетное общеобразовательное учреждение Средняя общеобразовательная школа пгт.Ярославский Хорольского муниципального района Приморского края;Ярославский;1;77;44,18578;132,22862;3536
Средняя Общеобразовательная школа№12. г. Алапаевск;Алапаевск;1;77;57,8475542;61,6693934;1404
Средняя общеобразовательная школа 26 г.Абакан;Абакан;1;77;53,7223661;91,4437792;514
Гимназия №74;Барнаул;1;77;53,3481145;83,7798362;356
Лицей №112;Барнаул;1;77;53,3481145;83,7798362;356
Средняя общеобразовательная школа № 10 города Белово;Белово;1;77;54,4221442;86,3036438;245
Калининская средняя общеобразовательная школа села Аскиз;Аскиз;1;77;53,13194;90,52639;516
Бакчарская средняя общеобразовательная школа;Бакчар;4;77;57,01861;82,07111;185
Средняя общеобразовательная школа 1 г.Березовский;Березовский;1;77;55,6692853;86,2744636;122
Средняя общеобразовательная школа 1 г.Березовский;Березовский;1;77;56,9096284;60,8180256;1465
МБОУ Белоярская СШ;Белый Яр;1;77;53,60389;91,39028;520
Республиканский классический лицей;Горно-Алтайск;6;77;51,9582681;85,9602957;507
Дальневосточный федеральный университет;Владивосток;1;77;43,1163807;131,882348;3592
Средняя общеобразовательная школа 3 г.Братск;Братск;1;77;56,1513951;101,6339892;1026
Краевая школа-интернат по работе с одаренными детьми Школа космонавтики;Железногорск;1;77;52,3378753;35,3516834;3169
Краевая школа-интернат по работе с одаренными детьми Школа космонавтики;Железногорск;1;77;56,2529346;93,532167;529
МБОУ Гимназия № 91 имени М.В. Ломоносова;Железногорск;1;77;52,3378753;35,3516834;3169
МБОУ Гимназия № 91 имени М.В. Ломоносова;Железногорск;1;77;56,2529346;93,532167;529
СОШ №78;Кемерово;1;77;55,3909721;86,0467864;139
МБОУ СОШ №24;Кемерово;1;77;55,3909721;86,0467864;139
МБОУ СОШ №44 имени Вознесенского г. Кемерово;Кемерово;1;77;55,3909721;86,0467864;139
Муниципальное бюджетное общеобразовательное учреждение Каргасокская средняя общеобразовательная школа № 2 Томской области;Каргасок;1;77;59,05556;80,85722;375
Казанский торгово-экономический техникум;Казань;1;77;55,7943877;49,1115312;2195
МАОУ Гимназия №1 г. Канска Красноярского края;Канск;1;77;56,2049776;95,7051246;663
муниципальное бюджетное общеобразовательное учреждение куйбышевского района средняя общеобразовательная школа №9 города куйбышева новосибирской области ;Куйбышевский район. Куйбышев;1;77;55,44753;78,32181;428
Красненская средняя общеобразовательная школа им. М.И.Светличной;Красное;1;77;52,86449;38,79353;2936
муниципальное общеобразовательное учреждение гимназия №9;Комсомольск-на-Амуре;1;77;50,550011;137,0079286;3416
Лицей №62 г. Кемерово;Кемерово;1;77;55,3909721;86,0467864;139
МБОУ СОШ г.Новосибирска №202;Новосибирск;1;77;55,0281016;82,9210575;206
МБОУ города Новосибирска Средняя общеобразовательная школа №7;Новосибирск;1;77;55,0281016;82,9210575;206
Специализированный учебно-научный центр НГУ;Новосибирск;7;77;55,0281016;82,9210575;206
МБНОУ Гимназия №44;Новокузнецк;2;77;53,7942757;87,2144046;332
Могойтуйская средняя общеобразовательная школа 2 Забайкальского края;Могойтуй;1;77;51,28333;114,91667;2028
Молчановская муниципальная средняя (полная) общеобразовательная школа № 1;Молчаново;1;77;57,58167;83,76917;141
Информационно-технологический лицей 24 г.Нерюнгри;Нерюнгри;1;77;56,6600322;124,72031;2400
МБОУ Гимназия № 166 г.Новоалтайска;Новоалтайск;1;77;53,4120811;83,9311249;348
Средняя общеобразовательная школа №107 г. Новокузнецка;Новокузнецк;1;77;53,7942757;87,2144046;332
МАОУ СОШ №56 УИМ;Магнитогорск;1;77;53,4071891;58,9791432;1682
Гимназия № 18;Ленинск-Кузнецкий;2;77;54,6674092;86,1796724;216
Муниципальная средняя (полная) общеобразовательная школа № 67 г.Томска;Томск;1;77;56,4847036;84,9481737;0
МБОУ Октябрьская средняя общеобразовательная школа Томского района Томской области;Октябрьское;2;77;45,28866;34,13521;3675
МБОУ СОШ №6;Новый;1;77;43,36438;132,02109;3582
МБОУ Лицей 7 ;Саяногорск;3;77;53,1008226;91,4121643;559
ОСОШ №1 г.Перми;Пермь;1;77;58,0103211;56,2341778;1721
МБОУ Средняя школа №104 пос. Подгорный ЗАТО Железногорск Красноярского края;Подгорный;1;77;56,13946337;56,13946337;1763
КГУ Лицей-интернат Билим-инновация для одаренных юношей акимата города Нур-Султан;Нур-Султан;1;76;51,1801;71,44598;1061
муниципальное бюджетное общеобразовательное учреждение Лицей № 36;Осинники;3;76;53,5987397;87,3369948;355
Муниципальное общеобразовательное учреждение гимназия № 6 г.Томск;Томск;3;76;56,4847036;84,9481737;0
Частное общеобразовательное учреждение Лицей ТГУ г. Томск;Томск;2;76;56,4847036;84,9481737;0
Тисульская средняя общеобразовательная школа № 1 Тисульского р-на Кемеровской области;Тисуль;2;76;55,76173;88,31228;223
Лицей № 11;Новокузнецк;3;76;53,7942757;87,2144046;332
Муниципальное бюджетное общеобразовательное учреждение Лицей №174 г. Зеленогорска Красноярского края;Зеленогорск;6;76;56,1133001;94,5888736;595
МБОУ Лицей №124;Барнаул;4;76;53,3481145;83,7798362;356
МБОУ города Абакана Гимназия;Абакан;2;76;53,7223661;91,4437792;514
Нетиповое муниципальное бюджетное общеобразовательное учреждение Анжеро-Судженского городского округа Гимназия 11;Анжеро-Судженск;3;76;56,0787179;86,0202207;80
КГУ Специализированный лицей №165;Алматы;1;75;43,25667;76,92861;1576
Средняя общеобразовательная школа 25 г.Абакан;Абакан;3;75;53,7223661;91,4437792;514
Средняя общеобразовательная школа 24 г.Абакан;Абакан;2;75;53,7223661;91,4437792;514
МБОУ Лицей г.Абакан;Абакан;2;75;53,7223661;91,4437792;514
МАОУ Школа №3 с углубленным изучением математики;Ачинск;1;75;56,2538662;90,47949;341
Средняя общеобразовательная школа 11 г.Гурьевск;Гурьевск;1;75;54,2860005;85,947723;252
Средняя общеобразовательная школа 11 г.Гурьевск;Гурьевск;1;75;54,7705368;20,6039109;3892
Лицей федерального государственного бюджетного образовательного учреждения Приамурский государственный университет имени Шолом-Алейхема;Биробиджан;1;75;48,7945975;132,9217594;3273
Средняя общеобразовательная школа 8 г.Бийск;Бийск;1;75;52,5393683;85,2138852;439
МАОУ СОШ №78;Кемерово;4;75;55,3909721;86,0467864;139
МАОУ Средняя школа №7 с углубленным изучением отдельных предметов г. Красноярск;Красноярск;1;75;56,009466;92,8524162;491
 Муниципальное бюджетное общеобразовательное учреждение Средняя общеобразовательная школа № 72 с углубленным изучением английского языка;Новокузнецк;1;75;53,7942757;87,2144046;332
МАОУ Гимназия №12;Новосибирск;1;75;55,0281016;82,9210575;206
МКОУ Мамонтовская средняя общеобразовательная школа с. Мамонтово Алтайский край;Мамонтово;1;75;52,7055;81,6244;471
МБОУ СОШ №7 г. Мариинска Кемеровской области;Мариинск;1;75;56,2127836;87,7454392;175
Средняя общеобразовательная школа 65 г.Новокузнецка;Новокузнецк;2;75;53,7942757;87,2144046;332
Средняя общеобразовательная школа №97 г. Новокузнецка;Новокузнецк;1;75;53,7942757;87,2144046;332
Муниципальное общеобразовательное учреждение Средняя общеобразовательная  школа №12 ;Новоалександровск;1;75;45,4933561;41,2154482;3227
Средняя общеобразовательная школа № 19 г. Томска;Томск;1;75;56,4847036;84,9481737;0
Средняя общеобразовательная школа № 25 г.Томска;Томск;2;75;56,4847036;84,9481737;0
Муниципальная средняя (полная) общеобразовательная школа № 51 г.Томск;Томск;1;75;56,4847036;84,9481737;0
МБОУ Северский лицейЗАТО Северск Томской области;Северск;1;75;56,6031143;84,8809687;14
МБОУ Сургутский Естественно-научный ;Сургут;2;75;61,2539773;73,3961726;847
МБОУ гимназия имени Ф.К.Салманова города Сургута Ханты-Мансийского автономного округа - Югры Тюменской области;Сургут;1;75;61,2539773;73,3961726;847
МБОУ Школа №70;Ростов-на-Дону;1;75;47,2224364;39,7187866;3204
Средняя общеобразовательная школа им.Н.И.Вавилова;Саратов;1;75;51,530376;45,9530257;2568
МАОУ Гимназия № 18;Томск;3;75;56,4847036;84,9481737;0
МБОУ Академический лицей г.Томска имени Г.А. Псахье;Томск;4;75;56,4847036;84,9481737;0
Муниципальное бюджетное общеобразовательное учреждение средняя общеобразовательная школа №12;Хабаровск;1;75;48,4647991;135,0598811;3424
Средняя общеобразовательная школа 19 г.Читы;Чита;1;75;52,0340128;113,4994884;1903
Муниципальное бюджетное общеобразовательное учреждение Средняя общеобразовательная школа №22 г. Читы;Чита;1;75;52,0340128;113,4994884;1903
МБОУ Лицей города Юрги ;Юрга;2;75;55,7202689;84,8885516;85
МБОУ Академический лицей г. Томска имени Г.А. Псахье;Томск;4;74;56,4847036;84,9481737;0
МАОУ СОШ №65 г.Томска;Томск;2;74;56,4847036;84,9481737;0
МАОУ СОШ №53 г. Томска;Томск;3;74;56,4847036;84,9481737;0
Муниципальная средняя (полная) общеобразовательная школа № 43 г.Томск;Томск;2;74;56,4847036;84,9481737;0
МАОУ гимназия №56 г.Томска;Томск;2;74;56,4847036;84,9481737;0
МАОУ гимназия №56;Томск;3;74;56,4847036;84,9481737;0
МАОУ Сибирский лицей г. Томск;Томск;2;74;56,4847036;84,9481737;0
Лицей № 51 г.Томска;Томск;3;74;56,4847036;84,9481737;0
Муниципальное общеобразовательное учреждение гимназия № 56 г.Томск;Томск;3;74;56,4847036;84,9481737;0
Егорьевская средняя общеобразовательная школа;Новоегорьевское;3;74;52,38016807;81,48966637;508
Гимназия № 12 г.Ленинска-Кузнецкого МО Ленинск-Кузнецкого городского округа;Ленинск-Кузнецкий;2;74;54,6674092;86,1796724;216
МБНОУ Гимназия №59;Новокузнецк;2;74;53,7942757;87,2144046;332
Сибирский государственный индустриальный университет;Новокузнецк;1;74;53,7942757;87,2144046;332
МБОУ Средняя общеобразовательная школа 7 г.Колпашево;Колпашево;2;74;58,3114716;82,9027528;237
Гимназия №1 имени Тасирова Г.Х. города Белово;Белово;2;74;54,4221442;86,3036438;245
Средняя общеобразовательная школа № 10 с углубленным изучением отдельных предметов г.Ангарск;Ангарск;4;74;52,5448102;103,8885385;1293
МБОУ Анжеро-Судженского г.о. Средняя общеобразовательная школа № 22;Анжеро-Судженск;1;73;56,0787179;86,0202207;80
Хакасская национальная гимназия-интернат г.Абакана;Абакан;1;73;53,7223661;91,4437792;514
МОУ Лицей №1;Ачинск;1;73;56,2538662;90,47949;341
Муниципальная средняя (полная) общеобразовательная школа № 4 г.Асино;Асино;1;73;56,9908444;86,1765724;94
Алтайский краевой педагогический лицей;Барнаул;1;73;53,3481145;83,7798362;356
МБОУСОШ №5 имени Лейтенанта Мурадяна;Геленджик;1;73;44,5631053;38,0790184;3484
Средняя общеобразовательная школа 104 г.Железногорск;Железногорск;1;73;52,3378753;35,3516834;3169
Средняя общеобразовательная школа 104 г.Железногорск;Железногорск;1;73;56,2529346;93,532167;529
Средняя общеобразовательная школа 172 г.Зеленогорск;Зеленогорск;1;73;56,1133001;94,5888736;595
Колпашевский кадетский корпус;Колпашево;1;73;58,3114716;82,9027528;237
муниципальное казенное общеобразовательное учреждение Краснозерского района Новосибирской области Краснозерская средняя общеобразовательная школа №2 имени Ф.И. Анисичкина;Краснозерское;4;73;53,98277;79,23735;456
Краснозерская СОШ №2 имени Ф.И.Аничкина;Краснозерское;1;73;53,98277;79,23735;456
Средняя общеобразовательная школа 7 г.Краснокаменска;Краснокаменск;1;73;50,092858;118,0323407;2284
МБОУ Гимназия №1;Красногвардейское;1;73;45,84604;41,51885;3184
Лицей с.Кижинга;Кижинга;1;73;51,8476;109,90795;1693
МБОУ СОШ№10;Красноярск;1;73;56,009466;92,8524162;491
МБОУ Гимназия №3;Иркутск;1;73;52,2863513;104,280655;1330
Средняя общеобразовательная школа № 93 г. Кемерово;Кемерово;1;73;55,3909721;86,0467864;139
МБОУ технический лицей № 176 Карасукского района Новосибирской области;Карасук;1;73;53,7343772;78,042457;534
Карагандинский коммерческий колледж;Караганда;1;73;49,83333;73,1658;1076
Средняя общеобразовательная школа №7 г. Качканар;Качканар;1;73;58,7051759;59,4840198;1527
МБНОУ Лицей №111;Новокузнецк;1;73;53,7942757;87,2144046;332
МБОУ СОШ №199;Новосибирск;1;73;55,0281016;82,9210575;206
Муниципальное бюджетное общеобразовательное учреждение Средняя школа №42;Нижневартовск;1;73;60,9397379;76,5696206;691
Средняя общеобразовательная школа №4;Монастырище;1;73;44,19641;132,50223;3552
Средняя общеобразовательная школа №4 имени И.С.Черных города Томска;Томск;4;73;56,4847036;84,9481737;0
Средняя общеобразовательная школа № 84 г.Северска Томской области;Северск;1;73;56,6031143;84,8809687;14
бюджетное общеобразовательное учреждение города Омска   Средняя общеобразовательная школа №46;Омск;1;73;54,9848136;73,3674638;743
Вторая Новосибирская гимназия г.Новосибирска;Новосибирск;1;73;55,0281016;82,9210575;206
МАОУ гимназию №29 г. Томска;Томск;2;73;56,4847036;84,9481737;0
Мариинская средняя общеобразовательная школа № 3 г.Томска;Томск;1;73;56,4847036;84,9481737;0
МБОУ СОШ №6 в г.Юрге;Юрга;1;73;55,7202689;84,8885516;85
МОБУ Якутский городской лицей;Якутск;1;73;62,0280273;129,7325717;2562
МБОУ Средняя общеобразовательная школа № 30 города Читы Забайкальского края;Чита;1;73;52,0340128;113,4994884;1903
МАОУ г. Улан-Удэ Средняя общеобразовательная школа №35 Республики Бурятия;Улан-Удэ;1;73;51,8334378;107,5841511;1552
Муниципальное бюджетное общеобразовательное учреждение  Гимназия №133 г.Уссурийска;Уссурийск;1;72;43,79726;131,9517262;3547
Средняя школа 24 г.Усть-Каменогорск Р.Казахстан;Усть-Каменогорск;1;72;49,97143;82,60586;740
Якутский городской лицей г.Якутск;Якутск;1;72;62,0280273;129,7325717;2562
МАОУ Сибирский лицей;Томск;1;72;56,4847036;84,9481737;0
Гимназия № 13 г.Томска;Томск;1;72;56,4847036;84,9481737;0
Средняя общеобразовательная школа 31 г.Орск;Орск;1;72;51,2293069;58,4751889;1817
Муниципальная средняя (полная) общеобразовательная школа № 5 г.Томск;Томск;1;72;56,4847036;84,9481737;0
МКОУ Сущёвская средняя общеобразовательная школа;Сущево;1;72;57,94167857;40,95355164;2605
муниципальное бюджетное общеобразовательное учреждение Тамбовская средняя общеобразовательная школа;Тамбовка;1;72;50,09968;128,05724;2898
Муниципальная средняя (полная) общеобразовательная школа № 198 г.Северск;Северск;2;72;56,6031143;84,8809687;14
Моряковская муниципальная средняя (полная) общеобразовательная школа;Моряковский Затон;1;72;56,69448;84,65145;30
Средняя общеобразовательная школа №79;Новокузнецк;1;72;53,7942757;87,2144046;332
МБОУ СОШ №1 Мариинского муниципального района Кемеровской области;Мариинск;1;72;56,2127836;87,7454392;175
Новосибирский авиационный технический колледж;Новосибирск;1;72;55,0281016;82,9210575;206
Специализированный учебно-научный центр Новосибирского государственного университета;Новосибирск;1;72;55,0281016;82,9210575;206
МБОУ СОШ №93;Новокузнецк;1;72;53,7942757;87,2144046;332
ФГБОУ ВО Кузбасский государственный технический университет имени Т.Ф. Горбачева;Кемерово;1;72;55,3909721;86,0467864;139
Средняя общеобразовательная школа № 37;Кемерово;1;72;55,3909721;86,0467864;139
БОУ РА Республиканская гимназия имени В.К. Плакаса;Горно-Алтайск;3;72;51,9582681;85,9602957;507
Средняя общеобразовательная школа 161 г.Зеленогорск;Зеленогорск;1;72;56,1133001;94,5888736;595
МАОУ СШ №7;Красноярск;1;72;56,009466;92,8524162;491
МАОУ Лицей №12;Красноярск;1;72;56,009466;92,8524162;491
МАОУ Гимназия 10;Красноярск;1;72;56,009466;92,8524162;491
муниципальное бюджетное общеобразовательное учреждение города Кургана Гимназия №47 Курганской области;Курган;1;72;55,4443448;65,3161339;1222
гимназия №7;Красноярск;1;72;56,009466;92,8524162;491
МАОУ Гимназия №42;Кемерово;4;72;55,3909721;86,0467864;139
Гимназия №164 г.Зеленогорска;Зеленогорск;2;72;56,1133001;94,5888736;595
МБОУ Средняя общеобразовательная школа №24 г. Белово;Белово;2;72;54,4221442;86,3036438;245
Гимназия №1 имени Тасирова Г.Х. города Белово Кемеровской области;Белово;1;72;54,4221442;86,3036438;245
МАОУ Ангарский лицей № 2 имени М. К. Янгеля;Ангарск;6;72;52,5448102;103,8885385;1293
Муниципальное автономное общеобразовательное учреждение Лицей №7;Бердск;2;71;54,7582375;83,1072212;224
Лицей 1 г.Иркутск;Иркутск;3;71;52,2863513;104,280655;1330
